gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstrand	fpkm_unstrand	fpkm_uq_unstrand
ENSG00000110013.13	SIAE	protein_coding	2296	1995	2066	12.2968	4.6184	5.8545
ENSG00000110025.13	SNX15	protein_coding	43	18	25	0.381	0.1431	0.1814
ENSG00000110031.13	LPXN	protein_coding	473	237	236	8.296	3.1158	3.9497
ENSG00000110042.8	DTX4	protein_coding	1961	1031	1061	13.1899	4.9538	6.2797
ENSG00000110046.13	ATG2A	protein_coding	1747	893	854	9.6503	3.6244	4.5945
ENSG00000110047.18	EHD1	protein_coding	4170	2042	2128	25.4704	9.566	12.1264
ENSG00000110048.12	OSBP	protein_coding	5749	3150	3096	48.5658	18.2401	23.122
ENSG00000110057.8	UNC93B1	protein_coding	1398	700	698	17.107	6.4249	8.1446
ENSG00000110060.9	PUS3	protein_coding	512	252	261	11.0218	4.1395	5.2474
ENSG00000110063.10	DCPS	protein_coding	753	409	432	4.1353	1.5531	1.9688
ENSG00000110066.15	KMT5B	protein_coding	3544	1793	1751	17.7648	6.672	8.4578
ENSG00000110074.11	FOXRED1	protein_coding	1250	653	615	9.561	3.5909	4.5519
ENSG00000110075.15	PPP6R3	protein_coding	4997	2588	2649	26.0344	9.7779	12.3949
ENSG00000110076.19	NRXN2	protein_coding	111	54	59	0.4536	0.1704	0.2159
ENSG00000110077.14	MS4A6A	protein_coding	3816	1901	1916	28.5123	10.7085	13.5746
ENSG00000110079.18	MS4A4A	protein_coding	2652	1360	1296	38.951	14.629	18.5445
ENSG00000110080.20	ST3GAL4	protein_coding	1169	598	571	8.484	3.1864	4.0392
ENSG00000110090.13	CPT1A	protein_coding	4762	2360	2402	31.3571	11.7769	14.929
ENSG00000110092.4	CCND1	protein_coding	14712	9100	9030	133.7062	50.2167	63.6571
ENSG00000110104.13	CCDC86	protein_coding	527	532	546	6.8231	2.5626	3.2485
ENSG00000110107.9	PRPF19	protein_coding	4257	2054	2204	63.1027	23.6998	30.043
ENSG00000110108.10	TMEM109	protein_coding	10316	5298	5039	208.8743	78.4479	99.4444
ENSG00000110148.10	CCKBR	protein_coding	2	0	2	0.0335	0.0126	0.0159
ENSG00000110169.11	HPX	protein_coding	69	30	39	0.8222	0.3088	0.3915
ENSG00000110171.20	TRIM3	protein_coding	673	335	338	4.3135	1.62	2.0536
ENSG00000110172.12	CHORDC1	protein_coding	1148	549	599	4.4754	1.6809	2.1307
ENSG00000110195.14	FOLR1	protein_coding	182	86	96	4.9188	1.8474	2.3418
ENSG00000110200.8	ANAPC15	protein_coding	147	562	464	2.2062	0.8286	1.0504
ENSG00000110203.9	FOLR3	protein_coding	3	2	1	0.093	0.0349	0.0443
ENSG00000110218.9	PANX1	protein_coding	734	347	387	11.1359	4.1824	5.3018
ENSG00000110237.5	ARHGEF17	protein_coding	4062	2103	2037	17.7159	6.6536	8.4345
ENSG00000110243.12	APOA5	protein_coding	3	2	1	0.0643	0.0241	0.0306
ENSG00000110244.7	APOA4	protein_coding	0	0	0	0	0	0
ENSG00000110245.12	APOC3	protein_coding	0	0	0	0	0	0
ENSG00000110274.16	CEP164	protein_coding	1044	536	508	3.5029	1.3156	1.6677
ENSG00000110315.7	RNF141	protein_coding	4768	2410	2359	26.3651	9.9021	12.5524
ENSG00000110318.15	CEP126	protein_coding	2170	1020	1150	11.4505	4.3005	5.4515
ENSG00000110321.19	EIF4G2	protein_coding	51884	25753	26131	264.5817	99.3702	125.9665
ENSG00000110324.11	IL10RA	protein_coding	1672	827	845	8.9537	3.3628	4.2628
ENSG00000110328.6	GALNT18	protein_coding	573	297	276	6.8376	2.568	3.2554
ENSG00000110330.8	BIRC2	protein_coding	3384	1691	1693	32.3086	12.1343	15.382
ENSG00000110344.10	UBE4A	protein_coding	3427	3132	3121	22.6007	8.4883	10.7601
ENSG00000110367.13	DDX6	protein_coding	14154	7265	7315	53.4315	20.0675	25.4386
ENSG00000110375.3	UPK2	protein_coding	8	55	70	0.308	0.1157	0.1466
ENSG00000110395.7	CBL	protein_coding	3472	1797	1709	12.8205	4.8151	6.1038
ENSG00000110400.11	NECTIN1	protein_coding	1887	941	946	10.445	3.9229	4.9729
ENSG00000110422.12	HIPK3	protein_coding	15151	7604	7547	80.3002	30.1587	38.2307
ENSG00000110427.17	KIAA1549L	protein_coding	212	105	117	0.6796	0.2552	0.3235
ENSG00000110429.14	FBXO3	protein_coding	3286	1673	1613	11.4239	4.2905	5.4389
ENSG00000110435.12	PDHX	protein_coding	3307	1792	1892	38.4653	14.4466	18.3132
ENSG00000110436.13	SLC1A2	protein_coding	183	90	94	0.3473	0.1304	0.1653
ENSG00000110442.12	COMMD9	protein_coding	2166	1099	1069	14.2174	5.3397	6.7688
ENSG00000110446.11	SLC15A3	protein_coding	1235	627	677	8.2098	3.0834	3.9086
ENSG00000110448.11	CD5	protein_coding	63	32	31	0.8717	0.3274	0.415
ENSG00000110455.14	ACCS	protein_coding	953	443	510	7.0597	2.6514	3.3611
ENSG00000110484.7	SCGB2A2	protein_coding	8883	4551	4332	254.7115	95.6632	121.2674
ENSG00000110492.15	MDK	protein_coding	1348	665	683	26.5605	9.9754	12.6454
ENSG00000110497.14	AMBRA1	protein_coding	2005	990	1016	11.3065	4.2464	5.383
ENSG00000110514.19	MADD	protein_coding	2357	1215	1142	12.1905	4.5784	5.8038
ENSG00000110536.14	PTPMT1	protein_coding	140	650	658	2.2108	0.8303	1.0526
ENSG00000110583.13	NAA40	protein_coding	704	362	342	5.7345	2.1537	2.7302
ENSG00000110619.18	CARS1	protein_coding	2417	1526	1591	10.4196	3.9133	4.9607
ENSG00000110628.16	SLC22A18	protein_coding	458	248	279	3.7884	1.4228	1.8037
ENSG00000110651.12	CD81	protein_coding	59161	30391	30631	347.9942	130.6978	165.679
ENSG00000110660.15	SLC35F2	protein_coding	359	204	170	4.4598	1.675	2.1233
ENSG00000110675.13	ELMOD1	protein_coding	39	17	22	0.2882	0.1082	0.1372
ENSG00000110680.13	CALCA	protein_coding	1	1	0	0.0204	0.0076	0.0097
ENSG00000110693.18	SOX6	protein_coding	601	304	334	1.3241	0.4973	0.6304
ENSG00000110697.13	PITPNM1	protein_coding	547	272	275	3.674	1.3799	1.7492
ENSG00000110700.7	RPS13	protein_coding	22818	11528	11290	466.8156	175.3242	222.2495
ENSG00000110711.10	AIP	protein_coding	2139	1062	1077	55.9231	21.0033	26.6248
ENSG00000110713.17	NUP98	protein_coding	6378	3145	3234	27.8646	10.4652	13.2662
ENSG00000110717.13	NDUFS8	protein_coding	2826	1394	1434	27.0348	10.1536	12.8712
ENSG00000110719.10	TCIRG1	protein_coding	1662	834	829	16.4373	6.1734	7.8258
ENSG00000110721.12	CHKA	protein_coding	831	646	683	9.2743	3.4832	4.4155
ENSG00000110723.12	EXPH5	protein_coding	282	138	144	1.1149	0.4187	0.5308
ENSG00000110756.18	HPS5	protein_coding	2225	1103	1124	14.9656	5.6207	7.1251
ENSG00000110768.12	GTF2H1	protein_coding	2809	1429	1382	17.5134	6.5776	8.3381
ENSG00000110777.12	POU2AF1	protein_coding	172	79	93	1.0638	0.3995	0.5065
ENSG00000110786.18	PTPN5	protein_coding	73	35	38	0.5746	0.2158	0.2736
ENSG00000110799.14	VWF	protein_coding	72881	36472	36414	303.6004	114.0247	144.5432
ENSG00000110801.14	PSMD9	protein_coding	199	93	106	0.9815	0.3686	0.4673
ENSG00000110811.20	P3H3	protein_coding	1000	461	539	9.4063	3.5328	4.4783
ENSG00000110841.14	PPFIBP1	protein_coding	6076	3105	2972	22.4896	8.4465	10.7072
ENSG00000110844.14	PRPF40B	protein_coding	259	564	612	1.1866	0.4457	0.565
ENSG00000110848.8	CD69	protein_coding	56	24	32	0.8556	0.3213	0.4074
ENSG00000110851.12	PRDM4	protein_coding	1788	987	965	16.2123	6.0889	7.7186
ENSG00000110852.4	CLEC2B	protein_coding	1327	734	733	21.7658	8.1747	10.3626
ENSG00000110871.15	COQ5	protein_coding	2071	1071	1031	35.8298	13.4568	17.0585
ENSG00000110876.10	SELPLG	protein_coding	1076	546	530	16.5626	6.2205	7.8854
ENSG00000110880.11	CORO1C	protein_coding	10370	5307	5064	69.4368	26.0787	33.0587
ENSG00000110881.12	ASIC1	protein_coding	344	165	180	2.5909	0.9731	1.2335
ENSG00000110887.8	DAO	protein_coding	1	0	1	0.0111	0.0042	0.0053
ENSG00000110888.17	CAPRIN2	protein_coding	1396	695	701	7.1978	2.7033	3.4268
ENSG00000110900.16	TSPAN11	protein_coding	418	245	222	2.5417	0.9546	1.2101
ENSG00000110906.13	KCTD10	protein_coding	6532	3215	3318	29.1947	10.9648	13.8995
ENSG00000110911.16	SLC11A2	protein_coding	2299	1155	1146	10.0602	3.7784	4.7897
ENSG00000110917.8	MLEC	protein_coding	14536	9329	9367	97.695	36.6918	46.5123
ENSG00000110921.14	MVK	protein_coding	649	433	488	4.3282	1.6256	2.0607
ENSG00000110925.7	CSRNP2	protein_coding	1576	786	790	13.0387	4.897	6.2077
ENSG00000110931.19	CAMKK2	protein_coding	5573	2813	2761	33.6176	12.6259	16.0052
ENSG00000110934.13	BIN2	protein_coding	323	156	167	3.5063	1.3169	1.6693
ENSG00000110944.9	IL23A	protein_coding	22	13	10	0.8081	0.3035	0.3847
ENSG00000110955.9	ATP5F1B	protein_coding	42557	21434	21123	822.7902	309.0192	391.7279
ENSG00000110958.16	PTGES3	protein_coding	13568	6782	6788	172.7201	64.8693	82.2315
ENSG00000110975.8	SYT10	protein_coding	0	0	0	0	0	0
ENSG00000110987.9	BCL7A	protein_coding	1050	561	546	6.9204	2.5991	3.2948
ENSG00000111011.18	RSRC2	protein_coding	3687	1779	1908	18.2428	6.8515	8.6853
ENSG00000111012.10	CYP27B1	protein_coding	24	12	13	0.3162	0.1188	0.1506
ENSG00000111046.4	MYF6	protein_coding	0	0	0	0	0	0
ENSG00000111049.4	MYF5	protein_coding	0	0	0	0	0	0
ENSG00000111052.7	LIN7A	protein_coding	1257	633	644	8.0043	3.0062	3.8108
ENSG00000111057.11	KRT18	protein_coding	2702	1891	1901	38.0949	14.3075	18.1369
ENSG00000111058.8	ACSS3	protein_coding	10610	5401	5489	24.8625	9.3377	11.8369
ENSG00000111077.18	TNS2	protein_coding	21966	11499	12071	119.3433	44.8223	56.819
ENSG00000111087.10	GLI1	protein_coding	121	59	63	1.1482	0.4312	0.5466
ENSG00000111110.12	PPM1H	protein_coding	660	310	350	3.9863	1.4971	1.8979
ENSG00000111142.14	METAP2	protein_coding	4971	2504	2467	47.8938	17.9877	22.8021
ENSG00000111144.10	LTA4H	protein_coding	4667	2669	2604	27.2704	10.2421	12.9833
ENSG00000111145.8	ELK3	protein_coding	5703	3115	3081	53.1361	19.9566	25.2979
ENSG00000111181.12	SLC6A12	protein_coding	33	20	15	0.2704	0.1016	0.1288
ENSG00000111186.13	WNT5B	protein_coding	405	191	214	4.133	1.5523	1.9677
ENSG00000111196.10	MAGOHB	protein_coding	533	252	281	4.766	1.79	2.2691
ENSG00000111199.12	TRPV4	protein_coding	107	57	50	1.1945	0.4486	0.5687
ENSG00000111203.13	ITFG2	protein_coding	1357	839	771	9.3871	3.5256	4.4692
ENSG00000111206.13	FOXM1	protein_coding	98	87	93	0.862	0.3238	0.4104
ENSG00000111215.12	PRR4	protein_coding	11	7	4	0.3633	0.1365	0.173
ENSG00000111218.12	PRMT8	protein_coding	1	1	0	0.0065	0.0024	0.0031
ENSG00000111224.14	PARP11	protein_coding	866	452	424	6.0437	2.2699	2.8774
ENSG00000111229.16	ARPC3	protein_coding	5405	2675	2730	77.2612	29.0174	36.7838
ENSG00000111231.9	GPN3	protein_coding	1793	879	942	29.9196	11.2371	14.2446
ENSG00000111237.19	VPS29	protein_coding	3538	2051	2069	47.5571	17.8612	22.6418
ENSG00000111241.2	FGF6	protein_coding	0	0	0	0	0	0
ENSG00000111245.17	MYL2	protein_coding	12	6	6	0.3664	0.1376	0.1745
ENSG00000111247.15	RAD51AP1	protein_coding	74	38	36	1.2522	0.4703	0.5962
ENSG00000111249.14	CUX2	protein_coding	65	37	28	0.3746	0.1407	0.1784
ENSG00000111252.11	SH2B3	protein_coding	2658	1505	1545	20.1523	7.5687	9.5945
ENSG00000111254.8	AKAP3	protein_coding	91	53	38	1.0723	0.4027	0.5105
ENSG00000111261.14	MANSC1	protein_coding	2039	1022	1019	15.4349	5.797	7.3485
ENSG00000111262.6	KCNA1	protein_coding	30	8	22	0.1626	0.0611	0.0774
ENSG00000111266.9	DUSP16	protein_coding	2426	1231	1195	14.7183	5.5278	7.0073
ENSG00000111269.3	CREBL2	protein_coding	10436	5264	5172	115.1343	43.2415	54.8151
ENSG00000111271.15	ACAD10	protein_coding	1555	777	778	7.5312	2.8285	3.5856
ENSG00000111275.13	ALDH2	protein_coding	61594	30669	30926	274.1046	102.9468	130.5004
ENSG00000111276.11	CDKN1B	protein_coding	5366	2707	2661	90.5194	33.9968	43.096
ENSG00000111291.8	GPRC5D	protein_coding	19	12	7	0.7314	0.2747	0.3482
ENSG00000111300.10	NAA25	protein_coding	1326	641	685	5.7943	2.1762	2.7586
ENSG00000111305.19	GSG1	protein_coding	1	0	1	0.0143	0.0054	0.0068
ENSG00000111319.13	SCNN1A	protein_coding	903	454	472	6.6494	2.4974	3.1658
ENSG00000111321.11	LTBR	protein_coding	3501	1789	1735	24.6277	9.2496	11.7252
ENSG00000111325.16	OGFOD2	protein_coding	11	11	13	0.1033	0.0388	0.0492
ENSG00000111328.7	CDK2AP1	protein_coding	6596	3438	3330	47.3541	17.785	22.5451
ENSG00000111331.13	OAS3	protein_coding	2979	1550	1429	15.7945	5.932	7.5197
ENSG00000111335.13	OAS2	protein_coding	2762	1365	1397	19.0788	7.1655	9.0833
ENSG00000111339.12	ART4	protein_coding	83	38	52	0.6847	0.2572	0.326
ENSG00000111341.10	MGP	protein_coding	53241	44032	43040	797.9535	299.6912	379.9032
ENSG00000111344.11	RASAL1	protein_coding	50	27	23	0.4495	0.1688	0.214
ENSG00000111348.9	ARHGDIB	protein_coding	6469	3150	3319	137.0754	51.4821	65.2612
ENSG00000111358.14	GTF2H3	protein_coding	1470	731	739	15.9253	5.9811	7.582
ENSG00000111361.13	EIF2B1	protein_coding	3159	1659	1658	37.686	14.1539	17.9422
ENSG00000111364.16	DDX55	protein_coding	965	591	532	7.3049	2.7435	3.4778
ENSG00000111371.16	SLC38A1	protein_coding	4232	2069	2165	18.2841	6.867	8.705
ENSG00000111404.7	RERGL	protein_coding	864	436	428	24.1346	9.0644	11.4904
ENSG00000111405.9	ENDOU	protein_coding	53	28	29	0.856	0.3215	0.4075
ENSG00000111412.6	SPRING1	protein_coding	1698	876	822	8.4663	3.1797	4.0308
ENSG00000111424.12	VDR	protein_coding	767	393	389	5.849	2.1967	2.7847
ENSG00000111432.4	FZD10	protein_coding	36	17	19	0.4746	0.1783	0.226
ENSG00000111445.14	RFC5	protein_coding	527	528	488	7.0184	2.6359	3.3414
ENSG00000111450.14	STX2	protein_coding	1392	700	695	16.178	6.076	7.7023
ENSG00000111452.13	ADGRD1	protein_coding	2112	1162	1118	6.209	2.332	2.9561
ENSG00000111481.10	COPZ1	protein_coding	6675	3329	3346	74.0948	27.8281	35.2763
ENSG00000111490.15	TBC1D30	protein_coding	54	25	29	0.2366	0.0888	0.1126
ENSG00000111530.13	CAND1	protein_coding	7222	3621	3601	23.011	8.6424	10.9555
ENSG00000111536.5	IL26	protein_coding	1	1	0	0.0406	0.0152	0.0193
ENSG00000111537.5	IFNG	protein_coding	5	2	3	0.1787	0.0671	0.0851
ENSG00000111540.16	RAB5B	protein_coding	12834	6388	6454	85.1059	31.9636	40.5187
ENSG00000111554.14	MDM1	protein_coding	663	358	305	4.3804	1.6452	2.0855
ENSG00000111581.10	NUP107	protein_coding	1954	992	1053	10.4341	3.9188	4.9677
ENSG00000111596.14	CNOT2	protein_coding	3629	1852	1797	11.228	4.217	5.3456
ENSG00000111602.12	TIMELESS	protein_coding	821	425	396	6.0714	2.2803	2.8906
ENSG00000111605.18	CPSF6	protein_coding	3456	1681	1836	18.5762	6.9767	8.8441
ENSG00000111615.14	KRR1	protein_coding	2254	2162	2176	9.075	3.4083	4.3206
ENSG00000111639.8	MRPL51	protein_coding	3328	1848	1687	103.7462	38.9644	49.3932
ENSG00000111640.15	GAPDH	protein_coding	22483	20444	20441	406.0183	152.4902	193.3041
ENSG00000111641.12	NOP2	protein_coding	13	7	6	0.12	0.0451	0.0571
ENSG00000111642.16	CHD4	protein_coding	958	495	475	3.2606	1.2246	1.5524
ENSG00000111644.8	ACRBP	protein_coding	108	49	59	1.6595	0.6233	0.7901
ENSG00000111652.10	COPS7A	protein_coding	3754	1855	1899	57.1945	21.4808	27.2301
ENSG00000111653.20	ING4	protein_coding	1753	863	891	27.9996	10.5159	13.3305
ENSG00000111664.11	GNB3	protein_coding	33	31	30	0.4154	0.156	0.1978
ENSG00000111665.12	CDCA3	protein_coding	56	39	45	0.4966	0.1865	0.2364
ENSG00000111666.11	CHPT1	protein_coding	4723	2768	2807	34.1112	12.8113	16.2402
ENSG00000111667.14	USP5	protein_coding	3471	1738	1733	40.3946	15.1712	19.2317
ENSG00000111669.15	TPI1	protein_coding	11896	5919	5981	190.6406	71.5998	90.7634
ENSG00000111670.16	GNPTAB	protein_coding	3166	1596	1573	14.0158	5.264	6.6729
ENSG00000111671.10	SPSB2	protein_coding	198	117	118	3.494	1.3123	1.6635
ENSG00000111674.9	ENO2	protein_coding	814	402	412	8.2273	3.09	3.917
ENSG00000111676.15	ATN1	protein_coding	12986	6388	6601	109.8305	41.2496	52.29
ENSG00000111679.17	PTPN6	protein_coding	959	486	474	8.2841	3.1113	3.944
ENSG00000111684.11	LPCAT3	protein_coding	552	1298	1258	5.0894	1.9115	2.423
ENSG00000111696.12	NT5DC3	protein_coding	1062	535	527	5.2462	1.9704	2.4977
ENSG00000111700.13	SLCO1B3	protein_coding	0	0	0	0	0	0
ENSG00000111701.7	APOBEC1	protein_coding	0	0	0	0	0	0
ENSG00000111704.11	NANOG	protein_coding	0	0	0	0	0	0
ENSG00000111707.12	SUDS3	protein_coding	2536	1267	1269	19.7428	7.4149	9.3995
ENSG00000111711.10	GOLT1B	protein_coding	2634	1273	1361	30.0794	11.2971	14.3207
ENSG00000111713.3	GYS2	protein_coding	48	29	19	0.6462	0.2427	0.3077
ENSG00000111716.14	LDHB	protein_coding	851	428	423	12.344	4.6361	5.8769
ENSG00000111725.11	PRKAB1	protein_coding	1690	870	877	12.1028	4.5455	5.7621
ENSG00000111726.13	CMAS	protein_coding	1385	676	709	30.3585	11.4019	14.4536
ENSG00000111727.12	HCFC2	protein_coding	1880	943	937	12.143	4.5606	5.7812
ENSG00000111728.10	ST8SIA1	protein_coding	594	304	290	1.7746	0.6665	0.8449
ENSG00000111729.14	CLEC4A	protein_coding	9	2	7	0.304	0.1142	0.1447
ENSG00000111731.12	C2CD5	protein_coding	2539	1294	1245	16.2539	6.1046	7.7384
ENSG00000111732.11	AICDA	protein_coding	2	2	0	0.0279	0.0105	0.0133
ENSG00000111737.12	RAB35	protein_coding	2234	1204	1051	24.0576	9.0354	11.4537
ENSG00000111752.11	PHC1	protein_coding	501	700	712	3.534	1.3273	1.6825
ENSG00000111775.3	COX6A1	protein_coding	1076	547	529	34.7704	13.0589	16.5541
ENSG00000111783.13	RFX4	protein_coding	5	6	3	0.0324	0.0122	0.0154
ENSG00000111785.21	RIC8B	protein_coding	1299	668	717	7.2347	2.7172	3.4444
ENSG00000111786.9	SRSF9	protein_coding	1241	2377	2456	14.5323	5.458	6.9188
ENSG00000111790.14	FGFR1OP2	protein_coding	2325	1191	1134	17.0973	6.4213	8.14
ENSG00000111796.4	KLRB1	protein_coding	56	52	28	1.6394	0.6157	0.7805
ENSG00000111799.21	COL12A1	protein_coding	13546	6752	6794	46.9537	17.6346	22.3545
ENSG00000111801.16	BTN3A3	protein_coding	2442	1245	1197	18.675	7.0139	8.8911
ENSG00000111802.14	TDP2	protein_coding	2524	1207	1317	36.685	13.778	17.4656
ENSG00000111816.8	FRK	protein_coding	595	297	298	1.9266	0.7236	0.9172
ENSG00000111817.19	DSE	protein_coding	5384	3004	3019	12.1372	4.5584	5.7785
ENSG00000111832.13	RWDD1	protein_coding	4357	2165	2192	32.1329	12.0683	15.2984
ENSG00000111834.13	RSPH4A	protein_coding	21	9	12	0.3199	0.1202	0.1523
ENSG00000111837.12	MAK	protein_coding	31	61	53	0.3053	0.1147	0.1453
ENSG00000111843.14	TMEM14C	protein_coding	6102	3033	3069	199.87	75.0661	95.1575
ENSG00000111845.5	PAK1IP1	protein_coding	753	356	398	21.3931	8.0347	10.1852
ENSG00000111846.19	GCNT2	protein_coding	327	150	177	1.5329	0.5757	0.7298
ENSG00000111850.11	SMIM8	protein_coding	393	205	214	1.9434	0.7299	0.9252
ENSG00000111859.17	NEDD9	protein_coding	2989	1570	1597	12.4849	4.689	5.944
ENSG00000111860.14	CEP85L	protein_coding	511	251	279	2.3452	0.8808	1.1165
ENSG00000111863.13	ADTRP	protein_coding	115	71	63	1.2607	0.4735	0.6002
ENSG00000111875.8	ASF1A	protein_coding	990	532	562	16.5456	6.2141	7.8773
ENSG00000111877.17	MCM9	protein_coding	729	418	423	2.5243	0.948	1.2018
ENSG00000111879.20	FAM184A	protein_coding	390	203	221	2.1881	0.8218	1.0418
ENSG00000111880.16	RNGTT	protein_coding	1199	617	582	9.9999	3.7557	4.7609
ENSG00000111885.7	MAN1A1	protein_coding	14373	7590	7731	123.9353	46.547	59.0052
ENSG00000111886.11	GABRR2	protein_coding	58	31	27	0.5045	0.1895	0.2402
ENSG00000111897.7	SERINC1	protein_coding	36916	18487	18430	511.1434	191.9726	243.3538
ENSG00000111906.18	HDDC2	protein_coding	2766	1448	1518	20.3265	7.6341	9.6774
ENSG00000111907.21	TPD52L1	protein_coding	1120	667	653	6.3807	2.3964	3.0378
ENSG00000111911.7	HINT3	protein_coding	2784	1553	1494	36.229	13.6067	17.2485
ENSG00000111912.20	NCOA7	protein_coding	4166	2085	2081	23.5725	8.8533	11.2228
ENSG00000111913.20	RIPOR2	protein_coding	413	185	231	1.894	0.7113	0.9017
ENSG00000111961.18	SASH1	protein_coding	8446	4083	4363	33.5399	12.5968	15.9683
ENSG00000111962.8	UST	protein_coding	2089	1065	1056	18.5948	6.9837	8.8529
ENSG00000111981.5	ULBP1	protein_coding	4	1	4	0.0539	0.0202	0.0257
ENSG00000112029.10	FBXO5	protein_coding	241	128	128	2.7043	1.0157	1.2875
ENSG00000112031.16	MTRF1L	protein_coding	354	309	374	3.5646	1.3388	1.6971
ENSG00000112033.14	PPARD	protein_coding	1813	865	948	17.6008	6.6104	8.3797
ENSG00000112038.18	OPRM1	protein_coding	0	1	0	0	0	0
ENSG00000112039.5	FANCE	protein_coding	439	207	232	7.0119	2.6335	3.3383
ENSG00000112041.13	TULP1	protein_coding	2	2	0	0.0297	0.0111	0.0141
ENSG00000112053.14	SLC26A8	protein_coding	31	11	20	0.2223	0.0835	0.1058
ENSG00000112062.11	MAPK14	protein_coding	5481	2783	2698	34.5712	12.9841	16.4592
ENSG00000112077.17	RHAG	protein_coding	4	2	2	0.0658	0.0247	0.0313
ENSG00000112078.14	KCTD20	protein_coding	9577	4702	4876	66.4191	24.9453	31.6219
ENSG00000112079.9	STK38	protein_coding	4199	2176	2023	50.6798	19.0341	24.1285
ENSG00000112081.17	SRSF3	protein_coding	10574	5369	5205	64.2776	24.141	30.6024
ENSG00000112096.19	SOD2	protein_coding	31100	16094	15725	74.1661	27.8549	35.3103
ENSG00000112110.10	MRPL18	protein_coding	1670	857	815	52.5906	19.7517	25.0382
ENSG00000112115.7	IL17A	protein_coding	0	0	0	0	0	0
ENSG00000112116.10	IL17F	protein_coding	0	0	0	0	0	0
ENSG00000112118.20	MCM3	protein_coding	3713	1889	1824	44.0763	16.554	20.9846
ENSG00000112130.17	RNF8	protein_coding	830	391	439	5.4713	2.0549	2.6049
ENSG00000112137.18	PHACTR1	protein_coding	156	81	97	0.5808	0.2182	0.2765
ENSG00000112139.16	MDGA1	protein_coding	331	172	159	1.0172	0.382	0.4843
ENSG00000112144.16	CILK1	protein_coding	2588	1311	1277	17.769	6.6736	8.4598
ENSG00000112146.17	FBXO9	protein_coding	4214	2168	2046	22.2144	8.3432	10.5762
ENSG00000112149.10	CD83	protein_coding	347	171	176	6.298	2.3654	2.9984
ENSG00000112159.12	MDN1	protein_coding	3849	1955	1943	8.9184	3.3495	4.246
ENSG00000112164.6	GLP1R	protein_coding	80	42	38	0.518	0.1946	0.2466
ENSG00000112167.10	SAYSD1	protein_coding	869	431	444	12.8638	4.8313	6.1244
ENSG00000112175.8	BMP5	protein_coding	194	92	102	2.1144	0.7941	1.0067
ENSG00000112182.15	BACH2	protein_coding	470	236	266	2.0779	0.7804	0.9893
ENSG00000112183.15	RBM24	protein_coding	156	72	84	1.9708	0.7402	0.9383
ENSG00000112186.12	CAP2	protein_coding	2928	1476	1452	37.8637	14.2207	18.0268
ENSG00000112195.9	TREML2	protein_coding	5	4	1	0.0572	0.0215	0.0272
ENSG00000112200.17	ZNF451	protein_coding	2029	1245	1260	5.3487	2.0088	2.5465
ENSG00000112208.11	BAG2	protein_coding	585	759	740	3.8058	1.4294	1.8119
ENSG00000112210.12	RAB23	protein_coding	784	847	848	6.8963	2.5901	3.2833
ENSG00000112212.12	TSPO2	protein_coding	0	0	0	0	0	0
ENSG00000112214.10	FHL5	protein_coding	739	373	366	14.977	5.625	7.1305
ENSG00000112218.9	GPR63	protein_coding	46	27	26	0.3336	0.1253	0.1588
ENSG00000112232.10	KHDRBS2	protein_coding	5	3	2	0.09	0.0338	0.0429
ENSG00000112234.9	FBXL4	protein_coding	2125	1060	1065	11.3263	4.2539	5.3924
ENSG00000112237.13	CCNC	protein_coding	2709	1700	1771	20.8941	7.8473	9.9476
ENSG00000112238.12	PRDM13	protein_coding	0	0	0	0	0	0
ENSG00000112242.15	E2F3	protein_coding	597	302	295	4.9772	1.8693	2.3696
ENSG00000112245.12	PTP4A1	protein_coding	2	15	7	0.0157	0.0059	0.0075
ENSG00000112246.10	SIM1	protein_coding	925	471	455	4.3166	1.6212	2.0551
ENSG00000112249.14	ASCC3	protein_coding	2416	1227	1189	8.9113	3.3469	4.2426
ENSG00000112273.7	HDGFL1	protein_coding	0	0	0	0	0	0
ENSG00000112276.14	BVES	protein_coding	649	327	323	4.8492	1.8212	2.3087
ENSG00000112280.17	COL9A1	protein_coding	2	1	1	0.0138	0.0052	0.0066
ENSG00000112282.18	MED23	protein_coding	2329	1180	1149	13.5704	5.0967	6.4608
ENSG00000112290.13	WASF1	protein_coding	717	378	339	9.5166	3.5742	4.5308
ENSG00000112293.15	GPLD1	protein_coding	1319	923	955	7.9036	2.9684	3.7629
ENSG00000112294.14	ALDH5A1	protein_coding	3027	1550	1499	17.318	6.5042	8.245
ENSG00000112297.18	CRYBG1	protein_coding	3908	2015	1927	15.3989	5.7835	7.3314
ENSG00000112299.8	VNN1	protein_coding	249	117	132	2.7963	1.0502	1.3313
ENSG00000112303.14	VNN2	protein_coding	147	75	84	2.4511	0.9206	1.167
ENSG00000112304.11	ACOT13	protein_coding	1363	1530	1462	13.4219	5.0409	6.3901
ENSG00000112305.15	SMAP1	protein_coding	483	1300	1266	5.0274	1.8882	2.3935
ENSG00000112306.8	RPS12	protein_coding	40704	20726	19980	2756.2233	1035.1679	1312.2295
ENSG00000112309.11	B3GAT2	protein_coding	13	1036	1060	0.0854	0.0321	0.0407
ENSG00000112312.10	GMNN	protein_coding	487	245	242	8.5105	3.1963	4.0518
ENSG00000112319.19	EYA4	protein_coding	122	70	59	0.5881	0.2209	0.28
