gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstrand	fpkm_unstrand	fpkm_uq_unstrand
ENSG00000112357.14	PEX7	protein_coding	355	167	188	5.1959	1.8317	2.0606
ENSG00000112365.5	ZBTB24	protein_coding	996	505	491	9.034	3.1847	3.5827
ENSG00000112367.12	FIG4	protein_coding	970	465	506	1.6713	0.5892	0.6628
ENSG00000112378.12	PERP	protein_coding	22234	11127	11107	264.2623	93.1583	104.8026
ENSG00000112379.9	ARFGEF3	protein_coding	3053	1528	1525	10.2517	3.614	4.0657
ENSG00000112394.17	SLC16A10	protein_coding	43	29	14	0.1909	0.0673	0.0757
ENSG00000112406.5	HECA	protein_coding	2032	1200	1096	17.9574	6.3304	7.1216
ENSG00000112414.15	ADGRG6	protein_coding	1303	658	645	7.673	2.7049	3.043
ENSG00000112419.14	PHACTR2	protein_coding	1889	949	940	8.3974	2.9603	3.3303
ENSG00000112425.16	EPM2A	protein_coding	172	84	90	0.4694	0.1655	0.1862
ENSG00000112462.8	OR12D3	protein_coding	0	0	0	0	0	0
ENSG00000112473.18	SLC39A7	protein_coding	12982	6509	6530	227.6771	80.2612	90.2934
ENSG00000112486.17	CCR6	protein_coding	0	0	0	0	0	0
ENSG00000112494.10	UNC93A	protein_coding	1	0	1	0.0185	0.0065	0.0073
ENSG00000112499.13	SLC22A2	protein_coding	16	7	9	0.1334	0.047	0.0529
ENSG00000112511.18	PHF1	protein_coding	1384	691	694	19.2033	6.7696	7.6158
ENSG00000112514.18	CUTA	protein_coding	5877	2986	2892	156.3086	55.1023	61.9897
ENSG00000112530.11	PACRG	protein_coding	8	4	4	0.1528	0.0539	0.0606
ENSG00000112531.17	QKI	protein_coding	6417	3175	3242	18.4392	6.5002	7.3127
ENSG00000112541.17	PDE10A	protein_coding	603	290	313	1.2138	0.4279	0.4814
ENSG00000112559.15	MDFI	protein_coding	1743	910	833	34.3067	12.0939	13.6056
ENSG00000112561.19	TFEB	protein_coding	831	442	390	6.1683	2.1744	2.4462
ENSG00000112562.19	SMOC2	protein_coding	1354	654	700	16.7555	5.9067	6.645
ENSG00000112576.13	CCND3	protein_coding	2185	1030	1155	18.924	6.6711	7.505
ENSG00000112578.10	BYSL	protein_coding	1807	879	928	46.5467	16.4087	18.4597
ENSG00000112584.14	FAM120B	protein_coding	1217	622	599	10.0718	3.5505	3.9943
ENSG00000112592.14	TBP	protein_coding	595	287	308	12.8075	4.5149	5.0793
ENSG00000112599.9	GUCA1B	protein_coding	11	4	7	0.2418	0.0852	0.0959
ENSG00000112619.8	PRPH2	protein_coding	13	8	6	0.2161	0.0762	0.0857
ENSG00000112624.12	BICRAL	protein_coding	972	485	488	7.0873	2.4984	2.8107
ENSG00000112640.16	PPP2R5D	protein_coding	1674	2005	1975	22.0557	7.7751	8.747
ENSG00000112651.12	MRPL2	protein_coding	53	28	38	1.2181	0.4294	0.4831
ENSG00000112655.16	PTK7	protein_coding	18373	9179	9198	102.0286	35.9674	40.4631
ENSG00000112658.8	SRF	protein_coding	3265	1655	1610	38.5035	13.5733	15.2699
ENSG00000112659.14	CUL9	protein_coding	837	460	515	3.4114	1.2026	1.3529
ENSG00000112667.13	DNPH1	protein_coding	1099	546	555	43.9735	15.5016	17.4393
ENSG00000112679.14	DUSP22	protein_coding	1869	905	967	16.4007	5.7816	6.5043
ENSG00000112685.14	EXOC2	protein_coding	2320	1131	1191	23.1978	8.1778	9.1999
ENSG00000112695.11	COX7A2	protein_coding	3346	1652	1694	86.8626	30.621	34.4484
ENSG00000112697.17	TMEM30A	protein_coding	9202	4555	4647	83.4491	29.4177	33.0947
ENSG00000112699.11	GMDS	protein_coding	3528	1808	1720	41.7431	14.7154	16.5547
ENSG00000112701.18	SENP6	protein_coding	3079	1586	1493	13.4561	4.7436	5.3365
ENSG00000112706.12	IMPG1	protein_coding	34	17	17	0.4462	0.1573	0.177
ENSG00000112715.25	VEGFA	protein_coding	20239	11027	10775	69.9766	24.6683	27.7517
ENSG00000112739.17	PRPF4B	protein_coding	5637	2792	2846	33.3681	11.763	13.2333
ENSG00000112742.10	TTK	protein_coding	1845	917	930	20.1042	7.0872	7.973
ENSG00000112759.19	SLC29A1	protein_coding	3718	1881	1837	43.1621	15.2156	17.1175
ENSG00000112761.21	CCN6	protein_coding	3	0	3	0.0781	0.0275	0.031
ENSG00000112763.17	BTN2A1	protein_coding	1352	691	661	17.8132	6.2795	7.0644
ENSG00000112769.20	LAMA4	protein_coding	6612	3426	3456	27.5313	9.7054	10.9185
ENSG00000112773.16	TENT5A	protein_coding	2450	1242	1208	20.1955	7.1194	8.0093
ENSG00000112782.19	CLIC5	protein_coding	51	26	25	0.2439	0.086	0.0967
ENSG00000112787.13	FBRSL1	protein_coding	2887	1435	1454	15.3602	5.4148	6.0916
ENSG00000112796.10	ENPP5	protein_coding	873	443	430	10.1892	3.5919	4.0409
ENSG00000112799.9	LY86	protein_coding	77	37	42	3.1936	1.1258	1.2665
ENSG00000112812.16	PRSS16	protein_coding	734	376	358	6.9231	2.4405	2.7456
ENSG00000112818.10	MEP1A	protein_coding	0	0	0	0	0	0
ENSG00000112837.17	TBX18	protein_coding	199	94	105	1.1474	0.4045	0.455
ENSG00000112851.15	ERBIN	protein_coding	3208	1574	1634	15.7979	5.5691	6.2652
ENSG00000112852.7	PCDHB2	protein_coding	612	1078	998	7.4514	2.6268	2.9551
ENSG00000112855.17	HARS2	protein_coding	1561	806	770	20.9429	7.3828	8.3056
ENSG00000112874.10	NUDT12	protein_coding	295	171	124	3.4223	1.2064	1.3572
ENSG00000112877.8	CEP72	protein_coding	669	364	375	9.298	3.2778	3.6875
ENSG00000112893.9	MAN2A1	protein_coding	2304	1148	1156	9.7299	3.43	3.8587
ENSG00000112902.12	SEMA5A	protein_coding	1920	1010	1022	7.7835	2.7438	3.0868
ENSG00000112936.19	C7	protein_coding	81	33	48	0.6048	0.2132	0.2399
ENSG00000112941.14	TENT4A	protein_coding	4671	2261	2411	36.6679	12.9262	14.542
ENSG00000112964.14	GHR	protein_coding	379	200	179	2.7217	0.9595	1.0794
ENSG00000112972.15	HMGCS1	protein_coding	4341	3081	3084	32.6838	11.5218	12.9619
ENSG00000112977.16	DAP	protein_coding	17834	9128	8990	267.7802	94.3985	106.1977
ENSG00000112981.5	NME5	protein_coding	61	33	28	1.274	0.4491	0.5053
ENSG00000112983.18	BRD8	protein_coding	1475	752	730	10.5002	3.7015	4.1642
ENSG00000112984.12	KIF20A	protein_coding	2902	1460	1494	37.5899	13.2513	14.9076
ENSG00000112992.18	NNT	protein_coding	5547	2797	2860	23.0296	8.1184	9.1332
ENSG00000112996.11	MRPS30	protein_coding	2779	1422	1359	22.4368	7.9095	8.8981
ENSG00000113013.16	HSPA9	protein_coding	12302	6199	6104	62.7492	22.1205	24.8854
ENSG00000113048.17	MRPS27	protein_coding	1619	805	821	12.3954	4.3696	4.9158
ENSG00000113068.10	PFDN1	protein_coding	2091	1258	1202	48.481	17.0906	19.2269
ENSG00000113070.8	HBEGF	protein_coding	783	398	385	13.0662	4.6061	5.1819
ENSG00000113073.15	SLC4A9	protein_coding	4	4	0	0.0548	0.0193	0.0217
ENSG00000113083.15	LOX	protein_coding	4562	2595	2583	40.6759	14.3392	16.1315
ENSG00000113088.6	GZMK	protein_coding	1	1	2	0.0318	0.0112	0.0126
ENSG00000113100.10	CDH9	protein_coding	0	0	0	0	0	0
ENSG00000113108.19	APBB3	protein_coding	132	71	86	1.7995	0.6344	0.7137
ENSG00000113119.13	TMCO6	protein_coding	328	187	194	4.6839	1.6512	1.8576
ENSG00000113140.11	SPARC	protein_coding	138621	71846	72971	1490.3131	525.3685	591.0365
ENSG00000113141.18	IK	protein_coding	3786	2444	2381	46.7931	16.4956	18.5575
ENSG00000113161.16	HMGCR	protein_coding	1540	781	864	12.4738	4.3973	4.9469
ENSG00000113163.18	CERT1	protein_coding	1040	597	550	3.5807	1.2623	1.42
ENSG00000113194.13	FAF2	protein_coding	3478	1734	1744	29.2937	10.3267	11.6175
ENSG00000113196.3	HAND1	protein_coding	0	0	0	0	0	0
ENSG00000113205.5	PCDHB3	protein_coding	53	39	29	0.7882	0.2779	0.3126
ENSG00000113209.9	PCDHB5	protein_coding	47	35	26	0.6877	0.2424	0.2727
ENSG00000113211.5	PCDHB6	protein_coding	1102	539	623	16.8355	5.9349	6.6767
ENSG00000113212.7	PCDHB7	protein_coding	222	151	156	2.9617	1.0441	1.1746
ENSG00000113231.14	PDE8B	protein_coding	43	21	22	0.3835	0.1352	0.1521
ENSG00000113240.13	CLK4	protein_coding	661	337	324	4.1632	1.4676	1.6511
ENSG00000113248.6	PCDHB15	protein_coding	58	25	34	0.7288	0.2569	0.289
ENSG00000113249.13	HAVCR1	protein_coding	1	0	1	0.0232	0.0082	0.0092
ENSG00000113262.16	GRM6	protein_coding	35	21	14	0.2109	0.0743	0.0836
ENSG00000113263.13	ITK	protein_coding	11	4	8	0.0639	0.0225	0.0253
ENSG00000113269.14	RNF130	protein_coding	3061	2011	1920	11.9162	4.2007	4.7258
ENSG00000113272.14	THG1L	protein_coding	601	306	295	10.0024	3.5261	3.9668
ENSG00000113273.17	ARSB	protein_coding	672	332	340	3.7678	1.3282	1.4943
ENSG00000113282.14	CLINT1	protein_coding	5125	2512	2613	40.3461	14.2229	16.0007
ENSG00000113296.14	THBS4	protein_coding	195	151	174	2.1128	0.7448	0.8379
ENSG00000113300.13	CNOT6	protein_coding	2972	1487	1485	22.5638	7.9542	8.9485
ENSG00000113302.5	IL12B	protein_coding	1	1	0	0.0211	0.0074	0.0084
ENSG00000113303.12	BTNL8	protein_coding	2	2	0	0.0254	0.009	0.0101
ENSG00000113312.11	TTC1	protein_coding	2056	1060	996	52.9334	18.6602	20.9926
ENSG00000113318.11	MSH3	protein_coding	534	261	279	4.9998	1.7626	1.9829
ENSG00000113319.13	RASGRF2	protein_coding	652	356	361	2.9489	1.0395	1.1695
ENSG00000113327.17	GABRG2	protein_coding	0	0	0	0	0	0
ENSG00000113328.19	CCNG1	protein_coding	3673	1859	1814	59.1943	20.8673	23.4756
ENSG00000113356.13	POLR3G	protein_coding	212	119	111	2.6287	0.9267	1.0425
ENSG00000113360.16	DROSHA	protein_coding	7412	3607	3805	47.5353	16.7572	18.8518
ENSG00000113361.13	CDH6	protein_coding	353	179	179	1.4155	0.499	0.5614
ENSG00000113368.12	LMNB1	protein_coding	3217	1612	1605	44.182	15.5751	17.522
ENSG00000113369.9	ARRDC3	protein_coding	5089	2538	2559	50.9363	17.9562	20.2006
ENSG00000113384.14	GOLPH3	protein_coding	12796	6303	6494	232.845	82.083	92.3429
ENSG00000113387.12	SUB1	protein_coding	19818	10012	9807	106.7155	37.6196	42.3218
ENSG00000113389.16	NPR3	protein_coding	939	496	443	4.695	1.6551	1.862
ENSG00000113391.19	FAM172A	protein_coding	990	519	471	9.1221	3.2158	3.6177
ENSG00000113396.13	SLC27A6	protein_coding	884	442	442	14.0784	4.9629	5.5833
ENSG00000113407.14	TARS1	protein_coding	16441	8136	8306	192.7013	67.9315	76.4225
ENSG00000113430.10	IRX4	protein_coding	1	0	1	0.0168	0.0059	0.0067
ENSG00000113441.16	LNPEP	protein_coding	2329	1169	1168	7.7647	2.7372	3.0794
ENSG00000113448.19	PDE4D	protein_coding	248	122	128	0.7621	0.2687	0.3023
ENSG00000113456.19	RAD1	protein_coding	3171	1982	1859	23.3705	8.2386	9.2684
ENSG00000113460.13	BRIX1	protein_coding	4054	2303	2420	42.946	15.1394	17.0318
ENSG00000113492.14	AGXT2	protein_coding	10	5	5	0.1263	0.0445	0.0501
ENSG00000113494.17	PRLR	protein_coding	9197	4608	4589	35.2828	12.438	13.9926
ENSG00000113504.21	SLC12A7	protein_coding	13139	6522	6619	109.1897	38.4918	43.303
ENSG00000113520.11	IL4	protein_coding	2	2	0	0.1217	0.0429	0.0483
ENSG00000113522.14	RAD50	protein_coding	79	37	42	0.3731	0.1315	0.148
ENSG00000113525.10	IL5	protein_coding	1	1	0	0.0315	0.0111	0.0125
ENSG00000113532.13	ST8SIA4	protein_coding	569	305	264	3.6342	1.2811	1.4413
ENSG00000113552.16	GNPDA1	protein_coding	2213	1119	1095	27.8905	9.832	11.061
ENSG00000113555.6	PCDH12	protein_coding	2160	1095	1067	17.6274	6.2141	6.9908
ENSG00000113558.19	SKP1	protein_coding	6368	3188	3197	25.0243	8.8216	9.9243
ENSG00000113569.16	NUP155	protein_coding	7566	3856	3711	41.2217	14.5316	16.3479
ENSG00000113575.10	PPP2CA	protein_coding	4217	2118	2099	37.6133	13.2595	14.9169
ENSG00000113578.18	FGF1	protein_coding	1115	570	545	11.1713	3.9381	4.4304
ENSG00000113580.15	NR3C1	protein_coding	2207	1087	1120	12.0204	4.2375	4.7671
ENSG00000113593.12	PPWD1	protein_coding	629	301	328	8.3093	2.9292	3.2953
ENSG00000113594.10	LIFR	protein_coding	2375	1205	1198	9.746	3.4357	3.8651
ENSG00000113595.15	TRIM23	protein_coding	338	188	150	3.6237	1.2774	1.4371
ENSG00000113597.18	TRAPPC13	protein_coding	550	306	284	4.0589	1.4309	1.6097
ENSG00000113600.11	C9	protein_coding	2	0	2	0.0332	0.0117	0.0132
ENSG00000113615.13	SEC24A	protein_coding	2253	1235	1114	15.4182	5.4353	6.1146
ENSG00000113621.15	TXNDC15	protein_coding	1756	871	885	18.2268	6.4254	7.2285
ENSG00000113638.14	TTC33	protein_coding	1075	556	519	5.5251	1.9477	2.1912
ENSG00000113643.9	RARS1	protein_coding	4091	2031	2060	59.7372	21.0587	23.6909
ENSG00000113645.15	WWC1	protein_coding	3893	1982	1911	19.2663	6.7918	7.6407
ENSG00000113648.16	MACROH2A1	protein_coding	8924	5752	5646	25.1137	8.8531	9.9597
ENSG00000113649.11	TCERG1	protein_coding	3459	1749	1710	19.8058	6.982	7.8547
ENSG00000113657.13	DPYSL3	protein_coding	8496	4243	4253	59.0487	20.816	23.4179
ENSG00000113658.18	SMAD5	protein_coding	2948	1499	1453	16.2712	5.736	6.4529
ENSG00000113712.19	CSNK1A1	protein_coding	4159	2036	2123	24.3991	8.6012	9.6763
ENSG00000113716.13	HMGXB3	protein_coding	3485	1755	1789	27.7639	9.7874	11.0108
ENSG00000113719.16	ERGIC1	protein_coding	8530	4218	4312	30.0549	10.595	11.9193
ENSG00000113721.14	PDGFRB	protein_coding	14711	7321	7393	102.8746	36.2656	40.7986
ENSG00000113722.17	CDX1	protein_coding	13	9	7	0.3654	0.1288	0.1449
ENSG00000113732.9	ATP6V0E1	protein_coding	8759	4345	4414	271.618	95.7514	107.7197
ENSG00000113734.18	BNIP1	protein_coding	529	275	291	10.8175	3.8134	4.2901
ENSG00000113739.10	STC2	protein_coding	4272	2155	2117	34.7834	12.2619	13.7946
ENSG00000113742.14	CPEB4	protein_coding	1688	830	858	8.0643	2.8428	3.1982
ENSG00000113749.7	HRH2	protein_coding	238	126	112	2.0911	0.7371	0.8293
ENSG00000113758.13	DBN1	protein_coding	9716	4929	4788	94.7027	33.3848	37.5577
ENSG00000113761.12	ZNF346	protein_coding	904	442	462	6.7462	2.3782	2.6755
ENSG00000113763.12	UNC5A	protein_coding	224	114	111	2.589	0.9127	1.0267
ENSG00000113790.11	EHHADH	protein_coding	457	250	271	4.9026	1.7283	1.9443
ENSG00000113805.8	CNTN3	protein_coding	77	40	37	0.752	0.2651	0.2982
ENSG00000113810.16	SMC4	protein_coding	4729	3792	3700	28.9019	10.1886	11.4621
ENSG00000113811.11	SELENOK	protein_coding	1935	943	992	45.2849	15.9639	17.9593
ENSG00000113812.14	ACTR8	protein_coding	1052	544	516	13.0702	4.6075	5.1834
ENSG00000113838.13	TBCCD1	protein_coding	622	291	335	9.1333	3.2197	3.6221
ENSG00000113845.10	TIMMDC1	protein_coding	4170	2068	2111	76.6348	27.0155	30.3923
ENSG00000113851.14	CRBN	protein_coding	720	512	500	4.4527	1.5697	1.7659
ENSG00000113889.14	KNG1	protein_coding	0	0	0	0	0	0
ENSG00000113905.5	HRG	protein_coding	1	1	0	0.01	0.0035	0.004
ENSG00000113916.18	BCL6	protein_coding	2001	1099	1039	16.8195	5.9292	6.6704
ENSG00000113924.12	HGD	protein_coding	7	4	3	0.1302	0.0459	0.0516
ENSG00000113946.4	CLDN16	protein_coding	37	19	18	0.5544	0.1954	0.2199
ENSG00000113966.10	ARL6	protein_coding	432	253	212	4.7259	1.666	1.8742
ENSG00000113971.20	NPHP3	protein_coding	236	114	123	1.2173	0.4291	0.4828
ENSG00000114013.16	CD86	protein_coding	218	101	117	3.1647	1.1156	1.2551
ENSG00000114019.15	AMOTL2	protein_coding	5250	2581	2669	40.4307	14.2527	16.0342
ENSG00000114021.12	NIT2	protein_coding	3962	1975	1995	21.427	7.5535	8.4976
ENSG00000114023.15	FAM162A	protein_coding	4270	2181	2180	56.1701	19.8012	22.2762
ENSG00000114026.21	OGG1	protein_coding	814	730	767	4.6507	1.6395	1.8444
ENSG00000114030.13	KPNA1	protein_coding	2798	2622	2716	16.4282	5.7913	6.5152
ENSG00000114054.14	PCCB	protein_coding	3734	2370	2413	24.8479	8.7594	9.8543
ENSG00000114062.22	UBE3A	protein_coding	3093	1770	1701	8.1084	2.8584	3.2157
ENSG00000114098.18	ARMC8	protein_coding	2058	1057	1001	10.4322	3.6776	4.1373
ENSG00000114107.9	CEP70	protein_coding	1562	770	792	17.6767	6.2314	7.0103
ENSG00000114113.6	RBP2	protein_coding	5	5	0	0.2952	0.1041	0.1171
ENSG00000114115.10	RBP1	protein_coding	10590	5346	5248	135.3116	47.7003	53.6626
ENSG00000114120.14	SLC25A36	protein_coding	3470	1746	1724	16.746	5.9033	6.6412
ENSG00000114124.2	GRK7	protein_coding	5	1	4	0.077	0.0272	0.0305
ENSG00000114125.14	RNF7	protein_coding	3476	1747	1729	55.9111	19.7099	22.1735
ENSG00000114126.18	TFDP2	protein_coding	2874	1457	1417	12.0534	4.2491	4.7802
ENSG00000114127.11	XRN1	protein_coding	2391	1145	1246	9.9566	3.5099	3.9486
ENSG00000114166.8	KAT2B	protein_coding	407	191	216	3.897	1.3738	1.5455
ENSG00000114200.10	BCHE	protein_coding	355	177	178	5.7659	2.0326	2.2867
ENSG00000114204.15	SERPINI2	protein_coding	3	1	2	0.0528	0.0186	0.0209
ENSG00000114209.15	PDCD10	protein_coding	2233	1158	1075	34.0202	11.9929	13.4919
ENSG00000114248.10	LRRC31	protein_coding	1	0	1	0.016	0.0056	0.0063
ENSG00000114251.15	WNT5A	protein_coding	1288	619	669	8.9844	3.1672	3.5631
ENSG00000114268.12	PFKFB4	protein_coding	3580	1801	1780	29.2493	10.311	11.5998
ENSG00000114270.17	COL7A1	protein_coding	1851	936	915	8.3422	2.9408	3.3084
ENSG00000114279.13	FGF12	protein_coding	111	53	58	0.753	0.2655	0.2986
ENSG00000114302.16	PRKAR2A	protein_coding	7530	3742	3818	56.3709	19.872	22.3559
ENSG00000114315.4	HES1	protein_coding	2063	1054	1009	49.9923	17.6234	19.8262
ENSG00000114316.13	USP4	protein_coding	3224	1603	1621	21.9518	7.7385	8.7058
ENSG00000114331.15	ACAP2	protein_coding	3063	1567	1496	13.7734	4.8554	5.4623
ENSG00000114346.14	ECT2	protein_coding	4223	2119	2107	38.3175	13.5078	15.1962
ENSG00000114349.10	GNAT1	protein_coding	3	1	2	0.038	0.0134	0.0151
ENSG00000114353.17	GNAI2	protein_coding	12710	6591	6122	85.6408	30.1903	33.9639
ENSG00000114354.15	TFG	protein_coding	11128	5538	5590	43.6884	15.4011	17.3262
ENSG00000114374.13	USP9Y	protein_coding	1	1	0	0.0027	0.001	0.0011
ENSG00000114378.17	HYAL1	protein_coding	52	23	30	0.841	0.2965	0.3335
ENSG00000114383.10	TUSC2	protein_coding	1249	613	637	25.9232	9.1385	10.2808
ENSG00000114388.14	NPRL2	protein_coding	965	457	508	14.1117	4.9747	5.5965
ENSG00000114391.13	RPL24	protein_coding	24155	12377	11789	460.3599	162.2871	182.572
ENSG00000114395.11	CYB561D2	protein_coding	845	681	673	21.8907	7.717	8.6815
ENSG00000114416.18	FXR1	protein_coding	7519	3753	3767	31.5953	11.1381	12.5303
ENSG00000114423.23	CBLB	protein_coding	2544	1332	1212	10.3459	3.6472	4.103
ENSG00000114439.19	BBX	protein_coding	3940	1956	1984	16.5311	5.8276	6.556
ENSG00000114446.5	IFT57	protein_coding	1778	927	851	24.4324	8.613	9.6895
ENSG00000114450.11	GNB4	protein_coding	2804	2268	2288	17.5431	6.1843	6.9574
ENSG00000114455.13	HHLA2	protein_coding	4	3	1	0.055	0.0194	0.0218
ENSG00000114473.14	IQCG	protein_coding	1797	889	918	12.0062	4.2324	4.7615
ENSG00000114480.13	GBE1	protein_coding	3049	1500	1549	32.7093	11.5308	12.972
ENSG00000114487.10	MORC1	protein_coding	0	0	0	0	0	0
ENSG00000114491.14	UMPS	protein_coding	3125	1553	1573	20.7565	7.3171	8.2317
ENSG00000114503.11	NCBP2	protein_coding	4757	2598	2516	46.4395	16.3709	18.4172
ENSG00000114520.11	SNX4	protein_coding	2842	1454	1388	52.3643	18.4596	20.7669
ENSG00000114541.15	FRMD4B	protein_coding	1021	493	528	4.5481	1.6033	1.8037
ENSG00000114544.17	SLC41A3	protein_coding	3130	1571	1559	23.6984	8.3542	9.3984
ENSG00000114547.10	ROPN1B	protein_coding	1514	774	740	18.7355	6.6047	7.4302
ENSG00000114554.11	PLXNA1	protein_coding	12357	6162	6195	56.3374	19.8602	22.3426
ENSG00000114573.10	ATP6V1A	protein_coding	5571	2869	2780	54.3329	19.1535	21.5476
ENSG00000114626.18	ABTB1	protein_coding	679	332	347	5.5043	1.9404	2.1829
ENSG00000114631.11	PODXL2	protein_coding	6732	3347	3385	154.4347	54.4417	61.2466
ENSG00000114638.8	UPK1B	protein_coding	6	2	4	0.1327	0.0468	0.0526
ENSG00000114646.10	CSPG5	protein_coding	188	87	101	2.148	0.7572	0.8519
ENSG00000114648.12	KLHL18	protein_coding	1198	675	673	8.4619	2.983	3.3559
ENSG00000114650.20	SCAP	protein_coding	4913	2516	2397	38.9847	13.743	15.4608
ENSG00000114654.7	EFCC1	protein_coding	32	19	14	0.5422	0.1911	0.215
ENSG00000114656.12	CFAP92	protein_coding	91	212	242	0.3773	0.133	0.1496
ENSG00000114670.14	NEK11	protein_coding	404	215	192	3.7643	1.327	1.4929
ENSG00000114686.9	MRPL3	protein_coding	7291	4060	4084	133.9915	47.235	53.1391
ENSG00000114698.15	PLSCR4	protein_coding	410	203	207	4.835	1.7045	1.9175
ENSG00000114735.10	HEMK1	protein_coding	839	462	450	2.1779	0.7678	0.8637
ENSG00000114737.16	CISH	protein_coding	653	346	340	6.4442	2.2717	2.5557
ENSG00000114738.11	MAPKAPK3	protein_coding	1588	802	819	20.2385	7.1345	8.0263
ENSG00000114739.14	ACVR2B	protein_coding	590	282	308	1.8745	0.6608	0.7434
ENSG00000114742.14	WDR48	protein_coding	2141	1088	1117	14.2949	5.0393	5.6692
ENSG00000114744.9	COMMD2	protein_coding	2704	1292	1412	27.5622	9.7163	10.9308
ENSG00000114745.13	GORASP1	protein_coding	2296	1178	1145	18.312	6.4554	7.2623
ENSG00000114757.19	PEX5L	protein_coding	28	12	18	0.1365	0.0481	0.0541
ENSG00000114767.7	RRP9	protein_coding	2560	1305	1255	82.8353	29.2013	32.8513
ENSG00000114770.17	ABCC5	protein_coding	2391	1131	1260	10.4971	3.7005	4.163
ENSG00000114771.14	AADAC	protein_coding	1	1	0	0.0306	0.0108	0.0121
ENSG00000114779.19	ABHD14B	protein_coding	1796	910	889	28.3493	9.9937	11.2429
ENSG00000114784.4	EIF1B	protein_coding	1097	536	561	28.9758	10.2146	11.4914
ENSG00000114790.13	ARHGEF26	protein_coding	695	338	361	6.3523	2.2393	2.5192
ENSG00000114796.16	KLHL24	protein_coding	2470	1217	1253	14.2476	5.0226	5.6504
ENSG00000114805.18	PLCH1	protein_coding	1938	992	947	13.4732	4.7496	5.3433
ENSG00000114812.13	VIPR1	protein_coding	56	43	35	0.3784	0.1334	0.1501
ENSG00000114841.17	DNAH1	protein_coding	288	140	149	1.0359	0.3652	0.4108
ENSG00000114850.7	SSR3	protein_coding	13577	7310	7028	130.8031	46.111	51.8746
ENSG00000114853.14	ZBTB47	protein_coding	867	608	633	7.8739	2.7757	3.1227
ENSG00000114854.8	TNNC1	protein_coding	90	43	47	3.9357	1.3874	1.5608
ENSG00000114857.18	NKTR	protein_coding	2713	1367	1469	7.8206	2.7569	3.1015
ENSG00000114859.16	CLCN2	protein_coding	345	257	258	2.0199	0.7121	0.8011
ENSG00000114861.23	FOXP1	protein_coding	1835	877	967	2.6295	0.927	1.0428
ENSG00000114867.22	EIF4G1	protein_coding	27757	13951	13807	158.2433	55.7843	62.757
ENSG00000114902.14	SPCS1	protein_coding	3969	2123	2023	38.6711	13.6324	15.3364
ENSG00000114904.13	NEK4	protein_coding	790	505	452	6.1657	2.1735	2.4452
ENSG00000114923.17	SLC4A3	protein_coding	1468	726	742	14.7913	5.2143	5.866
ENSG00000114933.16	INO80D	protein_coding	1063	542	606	3.6902	1.3009	1.4635
ENSG00000114942.14	EEF1B2	protein_coding	7341	3615	3726	191.2698	67.4269	75.8548
ENSG00000114948.13	ADAM23	protein_coding	62	31	31	0.4815	0.1697	0.1909
ENSG00000114956.20	DGUOK	protein_coding	2057	1645	1654	70.5393	24.8667	27.9749
ENSG00000114978.18	MOB1A	protein_coding	8400	4130	4271	65.0809	22.9425	25.8101
ENSG00000114982.19	KANSL3	protein_coding	3073	1549	1524	16.9949	5.9911	6.7399
ENSG00000114988.12	LMAN2L	protein_coding	1468	743	725	27.0382	9.5316	10.7229
ENSG00000114993.17	RTKN	protein_coding	7282	3737	3551	69.9938	24.6744	27.7585
ENSG00000114999.8	TTL	protein_coding	2599	1287	1312	8.244	2.9062	3.2694
ENSG00000115008.6	IL1A	protein_coding	6	2	4	0.1484	0.0523	0.0589
ENSG00000115009.13	CCL20	protein_coding	131	63	68	4.1006	1.4455	1.6262
ENSG00000115020.17	PIKFYVE	protein_coding	1052	522	530	4.8427	1.7072	1.9205
ENSG00000115041.13	KCNIP3	protein_coding	485	254	231	3.0862	1.088	1.224
ENSG00000115042.10	FAHD2A	protein_coding	1860	1000	947	16.3447	5.7619	6.4821
ENSG00000115053.17	NCL	protein_coding	43090	21838	21254	241.0574	84.9781	95.5998
ENSG00000115073.8	ACTR1B	protein_coding	3408	1695	1713	59.6016	21.0109	23.6371
ENSG00000115084.15	SLC35F5	protein_coding	3769	1872	1899	14.0361	4.948	5.5665
ENSG00000115085.14	ZAP70	protein_coding	11	6	5	0.1077	0.038	0.0427
ENSG00000115091.12	ACTR3	protein_coding	19772	9867	9906	82.5825	29.1122	32.751
ENSG00000115107.20	STEAP3	protein_coding	7703	4376	4211	84.249	29.6996	33.4119
ENSG00000115109.14	EPB41L5	protein_coding	2359	1241	1169	12.7813	4.5057	5.0689
ENSG00000115112.8	TFCP2L1	protein_coding	5610	2817	2793	29.8829	10.5344	11.8511
ENSG00000115128.7	SF3B6	protein_coding	5299	2705	2596	235.0182	82.8491	93.2048
ENSG00000115129.14	TP53I3	protein_coding	734	511	465	15.8405	5.5841	6.2821
ENSG00000115137.12	DNAJC27	protein_coding	283	149	136	2.5107	0.8851	0.9957
ENSG00000115138.11	POMC	protein_coding	165	89	76	5.3529	1.887	2.1229
ENSG00000115145.10	STAM2	protein_coding	1984	974	1010	14.6093	5.1501	5.7938
ENSG00000115155.19	OTOF	protein_coding	16	9	7	0.0995	0.0351	0.0395
ENSG00000115159.16	GPD2	protein_coding	3265	1620	1645	22.7367	8.0152	9.017
